title,address,description,size,price_string,direction,balcony_direction,bedrooms,toilets,duty,furniture,start_date,end_date,type,id,road,frontage
Bán gấp suất ngoại nhà phố 2 mặt tiền 90m2 sổ hồng riêng trao tay 1 trệt 3 lầu,"Dự án The Classia, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh","Nhà phố Compound Classia do Chủ đầu tư Khang Điền triển khai với 7 lớp an ninh nghiêm ngặt.
- Gần trường học quốc tế, bệnh viện quốc tế, trung tâm thương mại, shop house...
- Ra cao tốc Thành Phố Hồ Chí Minh đi Long Thành chỉ 5 phút.
- Vào trung tâm Quận 1 chỉ 20 phút.
- Cạnh Global city với các tiện ích: Nhạc nước lớn nhất Đông Nam Á, đường đua Go Kart, sân bóng đá 50.000 chỗ lớn nhất Việt Nam...
- Đầy đủ tiện ích mang cả resort về nhà: Hồ bơi, gym, tennis...
- Đường Liên Phường huyết mạch rộng 60 - 90 m.
- Nhà cao cửa rộng với tầng 1 cao 3.8 m, tầng 2 và 3 cao 3.4m, tầng thượng cao đến 4.5m.
- Giá Hợp đồng mua bán 21 tỷ nhưng khách chỉ thực thanh toán 18 tỷ (lời ngay khi mua và sau này chuyển nhượng vẫn an toàn).
- Sổ hồng trao tay.
- Có thể vào ở ngay.

- Quan tâm liên hệ tôi
0966 648 ***
Mr Phong.",90 m²,14 tỷ,Đông - Nam,Đông - Nam,4 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,15/07/2024,22/07/2024,Tin VIP Kim Cương,39515316,18 m,
"Bán toà nhà CHDV cao cấp 45 căn Duplex 30m2, Tổng DT 2000m2, Trịnh Khắc Lập, quận 2, Thủ Đức, TpHCM","Dự án Thạnh Mỹ Lợi, 43A Đường Trịnh Khắc Lập, Phường Thạnh Mỹ Lợi, Quận 2, Hồ Chí Minh","Bán toà nhà căn hộ dịch vụ cho thuê mini 45 căn Duplex, quận 2, TpHCM.
- Địa chỉ: 43A Trịnh Khắc Lập, phường Thạnh Mỹ Lợi, quận 2, TP Thủ Đức, TpHCM.
- Diện tích xây dựng: Hơn 2000m², DT miếng đất 220,7m².
+ Diện tích căn hộ: 30 - 33 m² - tùy căn.
+ Full nội thất cao cấp, thang máy hiệu Sicor của Italia, máy nước nóng NLMT từng phòng, máy lạnh từng phòng, hầm để xe được 95 chiếc.
- Kết cấu tòa nhà 45 căn hộ cao cấp gồm: 1 hầm, 1 trệt, 1 lửng, 4 tầng lầu, sân thượng.
Tiện ích:
- Đường Trịnh Khắc Lập (qui hoạch mở rộng 16m thể hiện trên sổ hồng), thông ra Nguyễn Thị Định 80 mét, ra đường Đồng Văn Cống 100m, cách khu Hành Chính Quận 2 chỉ 500m nên di chuyển rất thuận tiện.
- Vị trí cực đắc địa, chỉ cách 80 mét ra đường Nguyễn Thị Định (đang mở rộng 30 mét, giá thị trường đang giao dịch 280 triệu/m²).
Sổ hồng chính chủ, sang tên nhanh chóng.
Gía bán: Kẹt tiền bán rẻ 33 tỷ (Thương lượng khách mua thiện chí).
* Hiện đã ký hợp đồng cho thuê 130 tr/tháng, thời hạn tới 2027.
Liên hệ: Mr Quang
0916 097 ***","220,7 m²",33 tỷ,Tây - Nam,Tây - Nam,45 phòng,45 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,12/07/2024,27/07/2024,Tin VIP Kim Cương,40232553,6 m,8 m
"Chỉ 1.1 tỷ sở hữu nhà phố, biệt thự khu compound Bình Chánh, Dự án The Meadow sổ hồng vĩnh viễn","Dự án The Meadow Bình Chánh, Đường Trần Văn Giàu, Xã Vĩnh Lộc B, Bình Chánh, Hồ Chí Minh","Tên dự án: The Meadow.
Vị trí dự án: Mặt tiền đường Vĩnh Lộc (Hương Lộ 80), xã Vĩnh Lộc B, huyện Bình Chánh, TP. HCM.
Đơn vị phát triển dự án: Gamuda Land (Nhà phát triển khu đô thị số 1 đến từ Malaysia).

Pháp lý chuẩn: Đã có GPXD.
Thanh toán 10% ký HĐMB.
Thanh toán 30 % nhận nhà.
Ngân hàng hỗ trợ vay 70 % VCB, ViettinBank, BIDV lãi suất siêu thấp.
Vị trí liên kết vùng khu tây rất thuận tiện.
Khu dự án nhà ở duy nhất tiện ích đẳng cấp, xây dựng đồng bộ.

Loại hình sản phẩm: Nhà phố biệt thự.
Diện tích dự án: 5.0 hecta.
Mật độ xây dựng toàn khu: 37,2%.
Quy mô dự án: 212 sản phẩm nhà phố biệt thự xây sẵn.
Loại hình nhà phố:
- Nhà phố (3 tầng) 196 căn.
+ Diện tích căn: 85 - 105 m².
+ Diện tích sàn: 205 - 254 m².
+ Ngang: 5 m 8 m.
+ Dài: 10 m 18 m.

Loại hình biệt thự: Villa (3 tầng) | 16 căn.
+ Diện tích căn: 185 310 m².
+ Diện tích sàn: 278 407 m².
+ Ngang: 10 m 16 m.
+ Dài: 18 m 22 m.

Tiện ích nội khu: Công viên nội khu, Club house, Hồ bơi, Sân bóng rổ, khu vui chơi trẻ em, khu thể chất ngoài trời, đồi cảnh quan xanh, bãi cỏ xanh, Đường đi bộ thư giãn, Vườn BBQ, khu vực dã ngoại, Vườn trồng trọt, vườn ươm, trường mẫu giáo, vườn cổng chào, khu vườn mưa, Mái che.

Thời gian sở hữu: Sở hữu lâu dài với khách Việt Nam, HĐMB đối với người nước ngoài.
Năm khởi công: Quý 2/2024.
Thời gian hoàn thành dự kiến: Quý 4/2025.
- Tiêu chuẩn bàn giao: Hoàn thiện bên ngoài - Giao thô bên trong.",85 m²,"6,9 tỷ",,,,,Sổ đỏ/ Sổ hồng,Cơ bản,12/07/2024,22/07/2024,Tin VIP Kim Cương,40376526,,
"Bán nhà riêng 30,8m2 tại Quận 8","Đường Dạ Nam, Phường 2, Quận 8, Hồ Chí Minh","Chính chủ bán nhà riêng hẻm xe máy, nhà mới, đẹp.
Diện tích: 30.8m².
Giao thông thuận lợi cách cầu chữ Y 500m.
Vị trí gần trung tâm quận 1, quận 7 và những khu lân cận, khu vực sầm uất gần công viên, trường học, bệnh viện, siêu thị, TTTM... Rất thuận tiện đi học, đi làm,...
- Liên hệ: CC
0908 980 ***","30,8 m²","4,9 tỷ",Đông - Bắc,Đông - Bắc,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Không nội thất.,11/07/2024,26/07/2024,Tin VIP Kim Cương,40363242,,
Chính chủ bán nhà 5PN 4WC BTCT kiên cố mới đẹp - khu vực an ninh nhiều tiện ích,"78/29/23 Đường Khánh Hội, Phường 4, Quận 4, Hồ Chí Minh","Chính chủ cần bán nhà 78/29/23 Khánh Hội, phường 4, quận 4, hẻm an ninh, thông ra Tôn Thất Thuyết, Vĩnh Hội rất gần.
- Diện tích đất 3,8 x 11m.
- Nhà 4 tầng 5 phòng ngủ, 4 WC, máy lạnh full các phòng, nước nóng năng lượng mặt trời.
- Vị trí: Nhà hẻm gần 3m, gần công an phường, khu vui chơi Tôn Đản, Vĩnh Hội, Vĩnh Khánh, câu lạc bộ, siêu thị, cửa hàng, trường học, chợ, ăn uống...
- Khu dân cư sầm uất, giao thông thuận tiện qua lại giữa các quận lân cận.
- Hướng Nam.
Giá 5,9 tỷ (thương lượng thiện chí).
- Sổ hồng, hoàn công đầy đủ, công chứng trong ngày, ngân hàng hỗ trợ vay 70% tài sản.",40 m²,"5,9 tỷ",Nam,Nam,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,10/07/2024,25/07/2024,Tin VIP Kim Cương,40202053,"2,7 m","3,8 m"
Nhà phố The Classia Khang Điền (Mua trực tiếp chủ đầu tư) - Sổ hồng trao tay - Ưu đãi đến 5 tỷ/căn,"Dự án The Classia, Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Hồ Chí Minh","Cơ hội sở hữu Nhà phố The Classia Khang điền - Chỉ từ 15 tỷ/căn - Sổ hồng trao tay (khu compound cao cấp - an ninh 24/7 - tiện ích đầy đủ toàn diện phục vụ cộng đồng cư dân).

- Chính sách ưu đãi chất lượng tháng 06/2024 - .
+ ++ Đối với những căn ký (Hợp đồng mua bán) trực tiếp chủ đầu tư.
- Thanh toán nhanh 95% chiết khấu 10% hoặc thanh toán giãn trong vòng 6 tháng.
- Quà tặng tân gia (100 triệu).
- Tặng phí dịch vụ quản lý 31/12/2024.
- Tặng hệ thống lọc nước cho căn nhà: 60 triệu.
- Tặng hệ thống camera bên ngoài căn nhà - dịch vụ chăm sóc cảnh quan cây vườn - gọi dịch vụ hỗ trợ.
+ ++ Đối với những căn liền kề (Đã có sổ hồng).
- Căn liên kế điển hình diện tích tặng: 2,5 tỷ.
- Căn liên kế biên sân vườn tặng: 3 tỷ.
- Căn đặc biệt: 5 tỷ.
* Khách hàng hoàn thiện thi công trong năm 2024 (tặng 50 triệu).
* Khách hàng thanh toán 95% trong 15 ngày (tặng 100 triệu).
* Miễn phí quản lý 31/12/2024.
* Ngân hàng hỗ trợ 70% giá trị căn nhà.

- Thông tin dự án The Classia Khang Điền - .
- Chủ đầu tư: Khang Điền.
- Quy mô: 4,3 ha gồm 176 căn liên kế (1 trệt 3 lầu) - (5x18m), (5x19m, (7x23m).
- Vị trí: Mặt tiền đường Võ Chí Công - Phường Phú Hữu - TP. Thủ Đức - TPHCM nơi được định hướng thành đô thị sáng tạo trong tương lai.
Kế cận vòng xoay Liên Phường, vòng xoay Phú Hữu và nút giao cao tốc TPHCM - Long Thành - Dầu Giây.
Gần khu đô thị mới Thủ Thiêm, chỉ 10 - 15 phút về trung tâm Quận 1 và KĐT Phú Mỹ Hưng.
Thuận tiện di chuyển đến các thành phố du lịch nổi tiếng: Vũng Tàu, Phan Thiết, Đà Lạt.
- Chuỗi tiện ích đẳng cấp dành cho cộng đồng dân cư sinh sống tại đây.
* Trường mầm non Quốc tế 1800m².
* Hồ bơi, Nhà hàng, Khu tắm nắng, Quầy Bar, Sân chơi trong nhà, Ngoài trời.
* Khu vui chơi cho trẻ em.
* Phòng tập thể dục trong nhà & ngoài trời.
* Công viên xanh, Đường dạo bộ, vườn hoa, tiểu cảnh.
- Quản lý & vận hành: CBRE.
- Hiện trạng dự án: Đã hoàn thiện 100%.
- Pháp lý: Sổ hồng trao tay (nhận nhà ngay).

- The Classia Khang Điền sự lựa chọn an toàn cho khách hàng - .
1. Chủ đầu tư uy tín hơn 20 năm đầu tư phát triển Bất động sản.
2. Kiến trúc nổi bật: Những ngôi nhà mang kiến trúc Tân cổ điển ấn tượng cùng hệ mái mansard đặc trưng đã xây dựng hoàn thiện, sẵn sàng chào đón tân cư dân.
2. Pháp lý minh bạch: Các sản phẩm tại The Classia đều có sẵn sổ hồng, sẵn sàng bàn giao ngay khi nhận nhà.
3. Tiện ích toàn diện: Bên cạnh hệ tiện ích ngoại khu phong phú hiện hữu, The Classia còn sở hữu hệ tiện ích nội khu đa dạng, đáp ứng mọi nhu cầu sống của cư dân như hồ bơi, sân tennis trên cao, công viên nội khu, nhà sinh hoạt cộng đồng, phòng gyms,...
4. Không gian sống trong lành: Chú trọng phát triển không gian sống xanh, sống khoẻ, phát triển thể chất lành mạnh.
5. Cộng đồng cư dân tinh hoa & dân trí cao: Quy tụ cộng đồng cư dân tinh hoa hiện hữu, cũng như những mối quan hệ đầu tư kinh doanh xứng tầm cho gia chủ sở hữu The Classia.
Quý khách hàng Liên hệ ngay để tham quan thực tế dự án & nhận những quà tặng hấp dẫn!
Phòng kinh doanh:
0906 656 ***",90 m²,15 tỷ,Đông - Nam,,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Không nội thất,08/07/2024,23/07/2024,Tin VIP Kim Cương,40177546,12 m,5 m
"Gấp 6,9 tỷ (8,4 tỷ giảm còn 6,9 tỷ), 84/37 Hòa Hưng, Q. 10, TPHCM, 40m2 (3,6x11), vị trí trung tâm","84/37, Đường Hòa Hưng, Phường 13, Quận 10, Hồ Chí Minh","Chính chủ cần bán gấp căn nhà 84/37 Hòa Hưng, Q. 10, TP. HCM, CN 40m² (3,6 x11), Vị trí đắc địa, trung tâm, hẻm xe hơi 6m, thông ra đường CMT8.

6,9 tỷ (8,4 tỷ giảm còn 6,9 tỷ), 1 trệt, 1 lầu, 3 PN, 40m², (3,6 x11), phòng khách đẹp, bếp, toilet.

Xung quanh đầy đủ các tiện ích bệnh viện, trường học, Bách hóa Xanh, gần vòng xoay ngã sáu Dân Chủ.",40 m²,"6,9 tỷ",Bắc,Bắc,3 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,07/07/2024,22/07/2024,Tin VIP Kim Cương,39971492,6 m,"3,6 m"
"Bán nhà HXH 8m khu sang trọng, vào ở ngay Nguyễn Đình Chiểu, Quận 1. DT 6 x 14m, 4 tầng chỉ 16 tỷ","Đường Nguyễn Đình Chiểu, Phường Đa Kao, Quận 1, Hồ Chí Minh","* Cam kết: Chỉ đăng thông tin thật - nhà tốt - đang còn bán - pháp lý rõ ràng - làm việc chính chủ - không qua trung gian - LH làm việc chính chủ:
0903 485 ***
gặp Khoa Đinh (Hoặc Add zalo
0903 485 ***
để xem thêm nhà).

- Bề ngang bề thế tận 6m. Không lỗi phong thủy. Dân trí cao, yên tĩnh. Phù hợp vào ở ngay.

- Diện tích: 6 x 14m.

- Kết cấu: 4 tầng.

- Đường thương hiệu, khu sầm uất, xung quanh đầy đủ tiện nghi tiện ích: Nhà hàng, quán cafe, siêu thị, bệnh viện, bank...

- Giá chỉ 16 tỷ còn thương lượng cho khách thiện chí.

Liên hệ ngay:
0903 485 ***
Mr Khoa (Zalo).",84 m²,16 tỷ,,,,,Sổ hồng.,Đầy đủ,21/07/2024,28/07/2024,Tin VIP Vàng,40458090,,6 m
"Nhà Chính Chủ Rộng 8mx13m. 177/57 Liên Khu 4-5, Bình Hưng Hòa B, Bình Tân, Tp.hcm","177/57 Đường Liên khu 4-5, Phường Bình Hưng Hòa B, Bình Tân, Hồ Chí Minh","Chính chủ cần bán:
Nhà diện tích rộng đẹp: DT đất 8mx13m = 104m², diện tích sàn đã xây dựng 338,3m², đúc kiên cố 1 trệt, 1 lửng, 3 lầu.
- Hai cầu thang riêng biệt. Có máy vận chuyển đồ đạc lên các tầng, có hệ thống nước nóng năng lượng mặt trời, hệ thống nước uống RO âm tường cho mọi tầng.
- Ô tô để trong nhà, 1 phòng khách, 12 phòng ngủ, 13 toilet.
- Tầng trệt gồm 1 phòng khách, 1 phòng ngủ, 1 bếp, 2 toilet, 1 nhà xe.
- Tầng lửng có 2 phòng ngủ, 1 phòng sinh hoạt chung, 1 toilet.
- Lầu 1 có 5 phòng và 5 toilet.
- Lầu 2 có 4 phòng và 4 toilet.
- Lầu 3 có 1 phòng khách, 1 toilet, 1 bếp, 1 vườn rau sân thượng.
- Phía sau nhà có nơi vận chuyển đồ đạc lên các tầng lầu.
- Nhà này xây dựng phù hợp nhiều công năng (làm khách sạn, nhà trọ, xưởng may, làm văn phòng... ).
- Địa chỉ 177/57 đường Liên Khu 4 - 5, phường Bình Hưng Hòa B, quận Bình Tân, hẻm nhựa trước nhà 6m, ô tô quay đầu, nhà cao ráo mát mẻ cả ngày.
- Gần chợ Bình Thành, UBND, Công an, trường học, khu dân cư đông đúc.
- Nhà đã hoàn công, chính chủ đăng tin bán.",104 m²,"6,7 tỷ",Tây,Tây,12 phòng,13 phòng,Sổ đỏ/ Sổ hồng.,Cơ bản,21/07/2024,28/07/2024,Tin VIP Vàng,39159583,6 m,8 m
"Bán nhà 12x25m MT 142 Tân Sơn Nhì, P. Tân Sơn Nhì, Q. Tân Phú, HCM","142 Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh","Bán nhà 142 Tân Sơn Nhì, P. Tân Sơn Nhì, Q. Tân Phú.
Tiện XD lại thành cao ốc.
Con đường kinh doanh sầm uất, đẹp bậc nhất quận Tân Phú.
Hướng Đông, không lỗi phong thuỷ.
DT trên sổ: 305m2
DT thực tế: 311m2
(cập nhật thay đổi được).
Mặt tiền rộng: 11,75m.
Nở hậu đều, mặt hậu rộng: 13,05m.
Dài: 25m.
Giá: 75 tỷ.
Có thương lượng.
Sang tên nhận nhà ngay.
Có thể mua thêm phần đuôi (160tr/m²) để kéo đất thành chiều dài 32m. Tổng DT lúc đó 400m2
LH: Cô Hương
0918 454 ***",305 m²,75 tỷ,Đông,Đông,,,Sổ đỏ/ Sổ hồng.,,21/07/2024,28/07/2024,Tin VIP Vàng,40396030,20 m,12 m
"Cần bán gấp nhà đường Chu Văn An,Phường 12,Bình Thạnh,DT 70.3m2/Giá 2tỷ89,sổ riêng,đường ô tô rộng","Đường Chu Văn An, Phường 12, Bình Thạnh, Hồ Chí Minh","Cần bán gấp nhà đường Chu Văn An, phường 12, Bình thạnh. Vị trí nhà phía sau siêu thị Coop Mart, hẻm thông, rộng, gần trường tiểu học, trung học, chợ.
- Diện tích: 70.2m²
- Kết cấu 1 trệt 3 lầu mỗi phòng đều có wc riêng
- Sổ hồng riêng chính chủ
- Hẻm oto thông thoáng.
- Giá bán : 2 tỷ 890triệu
LH :
0904 472 ***
để đi xem nhà","70,3 m²","2,89 tỷ",,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,21/07/2024,28/07/2024,Tin VIP Vàng,40457657,,
"Chính chủ, bán hai nhà đối diện đại học RMIT (Sadeco Ven Sông quận 7) phù hợp làm căn hộ cao cấp","Dự án Sadeco ven sông, Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Hồ Chí Minh","Bán gấp hai căn nhà nối đuôi nhau, hai mặt tiền. Mỗi căn có diện tích 7x18m, kết cấu hầm, trệt và 4 lầu, có thang máy; tổng 25 phòng. Nhà tọa lạc đường số 2 và số 16 khu dân cư Ven Sông, phường Tân Phong Quận 7, TPHCM.
- Khu này ba mặt giáp sông, mặt còn lại giáp đường Nguyễn Văn Linh, thoáng mát. Có đại lý ô tô Toyota, Honda, trường cấp ba Tân Phong, đối diện đại học RMIT khá sầm uất.
- Từ khu này đi Lotte Mart, SC Vivo City, Crescent Mall khoảng năm phút. Các trường học công lập, nước ngoài nằm trong bán kính 1km.
- Gần các bệnh viện FV, Tim Tâm Đức, Sản Nhi Phương Nam, Bv Nam Sài Gòn.
- Giao thông thuận tiện di chuyển về TT thành Phố, đi Miền Đông, Miền tây. Vòng xoay 3 tầng Nguyễn Hữu Thọ đang thi công, cuối năm 2024 thông hầm Nguyễn Văn linh, Cầu Rạch Đỉa sắp xong, tiện xuống các Cảng, KCN ờ Nhà Bè và Long An. Khi hạ tầng hoàn chỉnh. Giá trị tương lai sẽ tăng cao.
Sổ đẹp, hoàn công đầy đủ công chứng mua bán trong ngày.
Giá bán hai căn 48 tỷ đồng.
ĐT, zalo: Ngọc Hiếu:
0869 081 ***",126 m²,48 tỷ,Nam,Bắc,25 phòng,26 phòng,,,18/07/2024,25/07/2024,Tin VIP Vàng,40428612,8 m,7 m
"CĂN CUỐI CÙNG NHÀ PHỐ CLASSIA KHANG ĐIỀN CHỈ 15,8 TỶ HOTLINE CĐT 0909 683 ***","Dự án The Classia, Quận 9, Hồ Chí Minh","CĂN CUỐI CÙNG GIÁ TỐT NHẤT GIỎ HÀNG - THE CLASSIA
CHỈ CẦN TRẢ TRƯỚC 4,8 TỶ NHẬN NHÀ Ở NGAY HOẶC CHO THUÊ
HOTLINE TƯ VẤN
0909 683 ***


*GIÁ GỐC 18.430Tỷ
*GIÁ SAU ƯU ĐÃI : 15,830TỶ

Thông tin dự án:
Vị Trí : Võ Chí Công, Phường Phú Hữu, Tp. Thủ Đức
Mã Căn G05
- Diện Tích : 5x18 = 90m2
- Diện Tích XD: 257m2
- Hướng Tây Nam
Xây Dựng: 1 trệt 3 lầu. Khoảng lùi trước 3m, lùi sau 2m2
Khu Compound Khép kín - An ninh 24/7

Các Gói quà tặng của CDT
1/ Tặng gói Nội Thất 2,5Ty
2/ Tặng Gói Tân gia 100tr
3/ Tặng Gói Wel come : 50tr",90 m²,"15,8 tỷ",,,,,Sổ đỏ/ Sổ hồng,Cơ bản,20/07/2024,27/07/2024,Tin VIP Vàng,40454178,,
"Giá tốt chưa từng có, nhà 1 lầu, DT 5m x 21 m, giá 6,2 tỷ Xe hơi tận cửa - Video review chi tiết","Đường Huỳnh Tấn Phát, Xã Phú Xuân, Nhà Bè, Hồ Chí Minh","Một căn duy nhất giá tốt chưa từng có - Diện tích 5m x 21m, cách đường Huỳnh Tấn Phát 50m, Xe hơi vào tận nơi - Có video review.

- Diện tích: 5m x 21m, công nhận trên sổ 105m², DTXD hơn 150m².
- Kết cấu: 1 lầu, 3 phòng ngủ.
- Phong thủy, hướng Đông Nam, thích hợp cho Quý khách chọn hướng Đông Tứ Trạch.
- Bao gồm Full nội thất đẹp và đẳng cấp mới 100%. Chắc chắn sẽ thích khi đến xem! Chỉ cần mang đồ cá nhân là đến ở!
- Pháp lý: Sổ hồng riêng, đã hoàn công, hỗ trợ vay ngân hàng với lãi suất ưu đãi.
- Giá bán: 6.2 tỷ - Giá tốt nhất khu vực.

Liên hệ:
0907 657 ***
- Thiện Toàn.",105 m²,"6,2 tỷ",Đông - Nam,,3 phòng,5 phòng,Sổ đỏ/ Sổ hồng.,,19/07/2024,29/07/2024,Tin thường,39597299,,
